z,f_z,f_prime,f_z_minus_1,f_z_plus_1,speed_z_minus_1,speed_z,speed_z_plus_1,x_z_minus_1,y_z_minus_1,S_z_minus_1,x_z,y_z,S_z,x_z_plus_1,y_z_plus_1,S_z_plus_1,margin_vs_prev,margin_vs_next,margin_vs_best_neighbor
44,0.746,0.02,0.726,0.766,0.826,0.846,0.866,15,42,241782.86166378623,14,42,241891.43631722569,14,41,241677.8492029555,108.5746534394566,213.58711427019443,108.5746534394566
44,0.747,0.02,0.727,0.767,0.827,0.847,0.867,15,42,242136.10968032834,14,42,242236.4616556621,14,41,242014.65965238155,100.35197533376049,221.8020032805507,100.35197533376049
44,0.748,0.02,0.728,0.768,0.828,0.848,0.868,15,42,242489.35769687046,14,42,242581.48699409858,14,41,242351.47010180756,92.1292972281226,230.0168922910234,92.1292972281226
44,0.749,0.02,0.729,0.769,0.829,0.849,0.869,15,42,242842.60571341257,14,42,242926.512332535,14,41,242688.28055123368,83.90661912242649,238.23178130132146,83.90661912242649
44,0.75,0.02,0.73,0.77,0.83,0.85,0.87,15,42,243195.8537299547,14,42,243271.53767097142,14,41,243025.09100065968,75.68394101673039,246.44667031173594,75.68394101673039
44,0.751,0.02,0.731,0.771,0.831,0.851,0.871,15,42,243549.10174649674,14,42,243616.56300940784,14,41,243361.90145008574,67.46126291109249,254.66155932209222,67.46126291109249
44,0.752,0.02,0.732,0.772,0.832,0.852,0.872,15,42,243902.34976303892,14,42,243961.5883478443,14,41,243698.71189951175,59.238584805396385,262.8764483325649,59.238584805396385
44,0.753,0.02,0.733,0.773,0.833,0.853,0.873,15,42,244255.59777958097,14,42,244306.61368628073,14,41,244035.5223489378,51.01590669975849,271.0913373429212,51.01590669975849
44,0.754,0.02,0.734,0.774,0.834,0.854,0.874,15,42,244608.84579612315,14,42,244651.6390247172,14,41,244372.33279836387,42.793228594062384,279.30622635333566,42.793228594062384
44,0.755,0.02,0.735,0.775,0.835,0.855,0.875,15,42,244962.0938126652,14,42,244996.66436315363,14,41,244709.14324778994,34.57055048842449,287.52111536369193,34.57055048842449
44,0.756,0.02,0.736,0.776,0.836,0.856,0.876,15,42,245315.34182920738,14,42,245341.68970159005,14,41,245045.95369721594,26.347872382670175,295.7360043741064,26.347872382670175
44,0.757,0.02,0.737,0.777,0.837,0.857,0.877,15,42,245668.58984574943,14,42,245686.71504002647,14,41,245382.764146642,18.12519427703228,303.9508933844627,18.12519427703228
44,0.758,0.02,0.738,0.778,0.838,0.858,0.878,15,42,246021.8378622916,14,42,246031.74037846288,14,41,245719.57459606807,9.902516171277966,312.16578239481896,9.902516171277966
44,0.759,0.02,0.739,0.779,0.839,0.859,0.879,15,42,246375.08587883366,14,42,246376.76571689936,14,41,246056.38504549413,1.6798380656982772,320.38067140523344,1.6798380656982772
44,0.761,0.021,0.74,0.782,0.84,0.861,0.882,15,42,246728.33389537584,14,42,247066.81639377226,14,41,247066.81639377226,338.48249839642085,0.0,0.0
44,0.762,0.021,0.741,0.783,0.841,0.862,0.883,15,42,247081.5819119179,14,42,247411.84173220868,14,41,247403.62684319826,330.25982029078295,8.214889010414481,8.214889010414481
44,0.763,0.021,0.742,0.784,0.842,0.863,0.884,15,42,247434.82992846007,14,42,247756.8670706451,14,41,247740.43729262432,322.03714218502864,16.429778020770755,16.429778020770755
44,0.764,0.021,0.743,0.785,0.843,0.864,0.885,15,42,247788.07794500212,14,42,248101.8924090815,14,41,248077.24774205033,313.81446407939075,24.644667031185236,24.644667031185236
44,0.765,0.021,0.744,0.786,0.844,0.865,0.886,15,42,248141.3259615443,14,42,248446.917747518,14,41,248414.05819147645,305.59178597369464,32.85955604154151,32.85955604154151
44,0.766,0.021,0.745,0.787,0.845,0.866,0.887,15,42,248494.57397808635,14,42,248791.9430859544,14,41,248750.86864090245,297.36910786805674,41.07444505195599,41.07444505195599
44,0.767,0.021,0.746,0.788,0.846,0.867,0.888,15,42,248847.82199462852,14,42,249136.96842439089,14,41,249087.67909032851,289.14642976236064,49.28933406237047,49.28933406237047
44,0.768,0.021,0.747,0.789,0.847,0.868,0.889,15,42,249201.07001117058,14,42,249481.9937628273,14,41,249424.48953975452,280.92375165672274,57.50422307278495,57.50422307278495
44,0.769,0.021,0.748,0.79,0.848,0.869,0.89,15,42,249554.31802771275,14,42,249827.01910126372,14,41,249761.29998918064,272.70107355096843,65.71911208308302,65.71911208308302
44,0.77,0.021,0.749,0.791,0.849,0.87,0.891,15,42,249907.5660442548,14,42,250172.04443970014,14,41,250098.11043860664,264.47839544533053,73.9340010934975,73.9340010934975
44,0.771,0.021,0.75,0.792,0.85,0.871,0.892,15,42,250260.81406079698,14,42,250517.06977813662,14,41,250434.9208880327,256.25571733963443,82.14889010391198,82.14889010391198
44,0.772,0.021,0.751,0.793,0.851,0.872,0.893,15,42,250614.06207733904,14,42,250862.09511657304,14,41,250771.7313374587,248.03303923399653,90.36377911432646,90.36377911432646
44,0.773,0.021,0.752,0.794,0.852,0.873,0.894,15,42,250967.3100938812,14,42,251207.1204550095,14,41,251108.54178688477,239.81036112830043,98.57866812474094,98.57866812474094
44,0.774,0.021,0.753,0.795,0.853,0.874,0.895,15,42,251320.55811042327,14,42,251552.14579344593,14,41,251445.35223631083,231.58768302266253,106.79355713509722,106.79355713509722
44,0.775,0.021,0.754,0.796,0.854,0.875,0.896,15,42,251673.80612696544,14,42,251897.17113188235,14,41,251782.1626857369,223.36500491690822,115.00844614545349,115.00844614545349
44,0.776,0.021,0.755,0.797,0.855,0.876,0.897,15,42,252027.0541435075,14,42,252242.19647031877,14,41,252118.9731351629,215.14232681127032,123.22333515586797,123.22333515586797
44,0.777,0.021,0.756,0.798,0.856,0.877,0.898,15,42,252380.3021600496,14,42,252587.22180875525,14,41,252455.78358458896,206.91964870563243,131.43822416628245,131.43822416628245
44,0.778,0.021,0.757,0.799,0.857,0.878,0.899,15,42,252733.55017659173,14,42,252932.24714719167,14,41,252792.59403401503,198.69697059993632,139.65311317663873,139.65311317663873
44,0.779,0.021,0.758,0.8,0.858,0.879,0.9,15,42,253086.79819313384,14,42,253277.27248562814,14,41,253129.4044834411,190.47429249429842,147.8680021870532,147.8680021870532
45,0.02,0.003,0.017,0.023,0.117,0.12,0.123,14,42,-9632.035402936868,14,41,-9582.74606887452,14,40,-9582.746068874527,49.289334062348644,7.275957614183426e-12,7.275957614183426e-12
45,0.021,0.003,0.018,0.024,0.118,0.121,0.124,14,42,-9287.010064500435,14,41,-9245.935619448479,14,40,-9254.150508458872,41.07444505195599,8.214889010392653,8.214889010392653
45,0.022,0.003,0.019,0.025,0.119,0.122,0.125,14,42,-8941.984726063994,14,41,-8909.125170022438,14,40,-8925.554948043216,32.85955604155606,16.42977802077803,16.42977802077803
45,0.023,0.003,0.02,0.026,0.12,0.123,0.126,14,42,-8596.959387627554,14,41,-8572.31472059639,14,40,-8596.959387627561,24.644667031163408,24.644667031170684,24.644667031163408
45,0.024,0.003,0.021,0.027,0.121,0.124,0.127,14,42,-8251.934049191128,14,41,-8235.504271170343,14,40,-8268.363827211906,16.429778020785307,32.85955604156334,16.429778020785307
45,0.025,0.003,0.022,0.028,0.122,0.125,0.128,14,42,-7906.908710754695,14,41,-7898.693821744295,14,40,-7939.768266796251,8.21488901039993,41.07444505195599,8.21488901039993
45,0.026,0.003,0.023,0.029,0.123,0.126,0.129,14,42,-7561.883372318254,14,41,-7561.883372318254,14,40,-7611.172706380603,0.0,49.289334062348644,0.0
45,0.06,0.004,0.056,0.064,0.156,0.16,0.164,14,42,3823.952796084166,14,41,3889.6719081673,14,40,3889.6719081673,65.71911208313395,0.0,0.0
45,0.061,0.004,0.057,0.065,0.157,0.161,0.165,14,42,4168.978134520607,14,41,4226.482357593348,14,40,4218.267468582955,57.5042230727413,8.214889010392653,8.214889010392653
45,0.062,0.004,0.058,0.066,0.158,0.162,0.166,14,42,4514.00347295704,14,41,4563.292807019396,14,40,4546.86302899861,49.28933406235592,16.429778020785307,16.429778020785307
45,0.063,0.004,0.059,0.067,0.159,0.163,0.167,14,42,4859.02881139348,14,41,4900.103256445436,14,40,4875.458589414266,41.07444505195599,24.644667031170684,24.644667031170684
45,0.064,0.004,0.06,0.068,0.16,0.164,0.168,14,42,5204.0541498299135,14,41,5236.913705871484,14,40,5204.054149829921,32.85955604157061,32.85955604156334,32.85955604156334
45,0.065,0.004,0.061,0.069,0.161,0.165,0.169,14,42,5549.079488266354,14,41,5573.724155297525,14,40,5532.649710245569,24.644667031170684,41.07444505195599,24.644667031170684
45,0.066,0.004,0.062,0.07,0.162,0.166,0.17,14,42,5894.1048267027945,14,41,5910.534604723573,14,40,5861.245270661224,16.42977802077803,49.289334062348644,16.42977802077803
45,0.067,0.004,0.063,0.071,0.163,0.167,0.171,14,42,6239.130165139228,14,41,6247.34505414962,14,40,6189.840831076879,8.214889010392653,57.5042230727413,8.214889010392653
45,0.068,0.004,0.064,0.072,0.164,0.168,0.172,14,42,6584.155503575668,14,41,6584.155503575668,14,40,6518.43639149252,0.0,65.7191120831485,0.0
45,0.101,0.005,0.096,0.106,0.196,0.201,0.206,14,42,17624.966333541655,14,41,17698.900334635167,14,40,17690.685445624782,73.93400109351205,8.214889010385377,8.214889010385377
45,0.102,0.005,0.097,0.107,0.197,0.202,0.207,14,42,17969.99167197809,14,41,18035.710784061215,14,40,18019.281006040444,65.71911208312667,16.429778020770755,16.429778020770755
45,0.103,0.005,0.098,0.108,0.198,0.203,0.208,14,42,18315.01701041452,14,41,18372.521233487263,14,40,18347.876566456092,57.5042230727413,24.644667031170684,24.644667031170684
45,0.104,0.005,0.099,0.109,0.199,0.204,0.209,14,42,18660.042348850955,14,41,18709.33168291331,14,40,18676.472126871755,49.28933406235592,32.85955604155606,32.85955604155606
45,0.105,0.005,0.1,0.11,0.2,0.205,0.21,14,42,19005.06768728739,14,41,19046.14213233936,14,40,19005.067687287403,41.07444505197054,41.07444505195599,41.07444505195599
45,0.106,0.005,0.101,0.111,0.201,0.206,0.211,14,42,19350.093025723836,14,41,19382.952581765407,14,40,19333.66324770305,32.85955604157061,49.28933406235592,32.85955604157061
45,0.107,0.005,0.102,0.112,0.202,0.207,0.212,14,42,19695.11836416027,14,41,19719.763031191455,14,40,19662.2588081187,24.644667031185236,57.50422307275585,24.644667031185236
45,0.108,0.005,0.103,0.113,0.203,0.208,0.213,14,42,20040.143702596702,14,41,20056.573480617502,14,40,19990.85436853436,16.42977802079986,65.71911208314123,16.42977802079986
45,0.109,0.005,0.104,0.114,0.204,0.209,0.214,14,42,20385.16904103315,14,41,20393.38393004355,14,40,20319.449928950024,8.21488901039993,73.9340010935266,8.21488901039993
45,0.11,0.005,0.105,0.115,0.205,0.21,0.215,14,42,20730.194379469584,14,41,20730.194379469598,14,40,20648.04548936567,1.4551915228366852e-11,82.14889010392653,1.4551915228366852e-11
45,0.14,0.006,0.134,0.146,0.234,0.24,0.246,14,42,30735.929194126264,14,41,30834.50786225096,14,40,30834.507862250946,98.57866812469729,1.4551915228366852e-11,1.4551915228366852e-11
45,0.141,0.006,0.135,0.147,0.235,0.241,0.247,14,42,31080.954532562697,14,41,31171.318311676994,14,40,31163.103422666594,90.36377911429736,8.21488901039993,8.21488901039993
45,0.142,0.006,0.136,0.148,0.236,0.242,0.248,14,42,31425.97987099913,14,41,31508.128761103042,14,40,31491.698983082257,82.14889010391198,16.429778020785307,16.429778020785307
45,0.143,0.006,0.137,0.149,0.237,0.243,0.249,14,42,31771.005209435578,14,41,31844.93921052909,14,40,31820.294543497905,73.93400109351205,24.644667031185236,24.644667031185236
45,0.144,0.006,0.138,0.15,0.238,0.244,0.25,14,42,32116.03054787201,14,41,32181.749659955123,14,40,32148.890103913567,65.71911208311212,32.85955604155606,32.85955604155606
45,0.145,0.006,0.139,0.151,0.239,0.245,0.251,14,42,32461.055886308444,14,41,32518.56010938117,14,40,32477.485664329215,57.504223072726745,41.07444505195599,41.07444505195599
45,0.146,0.006,0.14,0.152,0.24,0.246,0.252,14,42,32806.08122474489,14,41,32855.37055880722,14,40,32806.08122474488,49.289334062326816,49.28933406234137,49.289334062326816
45,0.147,0.006,0.141,0.153,0.241,0.247,0.253,14,42,33151.10656318131,14,41,33192.18100823327,14,40,33134.676785160525,41.07444505195599,57.5042230727413,41.07444505195599
45,0.148,0.006,0.142,0.154,0.242,0.248,0.254,14,42,33496.131901617744,14,41,33528.991457659315,14,40,33463.27234557619,32.85955604157061,65.71911208312667,32.85955604157061
45,0.149,0.006,0.143,0.155,0.243,0.249,0.255,14,42,33841.15724005419,14,41,33865.80190708536,14,40,33791.867905991836,24.644667031170684,73.9340010935266,24.644667031170684
45,0.15,0.006,0.144,0.156,0.244,0.25,0.256,14,42,34186.18257849061,14,41,34202.61235651141,14,40,34120.4634664075,16.42977802079986,82.14889010391198,16.42977802079986
45,0.151,0.006,0.145,0.157,0.245,0.251,0.257,14,42,34531.20791692706,14,41,34539.42280593746,14,40,34449.059026823146,8.21488901039993,90.36377911431191,8.21488901039993
45,0.152,0.006,0.146,0.158,0.246,0.252,0.258,14,42,34876.23325536349,14,41,34876.23325536349,14,40,34777.654587238794,0.0,98.57866812469729,0.0
45,0.18,0.007,0.173,0.187,0.273,0.28,0.287,14,42,44191.917393147305,14,41,44306.92583929279,14,40,44306.92583929279,115.0084461454826,0.0,0.0
45,0.181,0.007,0.174,0.188,0.274,0.281,0.288,14,42,44536.94273158374,14,41,44643.736288718836,14,40,44635.521399708436,106.79355713509722,8.21488901039993,8.21488901039993
45,0.182,0.007,0.175,0.189,0.275,0.282,0.289,14,42,44881.96807002017,14,41,44980.54673814488,14,40,44964.1169601241,98.57866812471184,16.429778020785307,16.429778020785307
45,0.183,0.007,0.176,0.19,0.276,0.283,0.29,14,42,45226.99340845662,14,41,45317.35718757092,14,40,45292.712520539746,90.36377911429736,24.644667031170684,24.644667031170684
45,0.184,0.007,0.177,0.191,0.277,0.284,0.291,14,42,45572.01874689305,14,41,45654.167636996965,14,40,45621.30808095541,82.14889010391198,32.85955604155606,32.85955604155606
45,0.185,0.007,0.178,0.192,0.278,0.285,0.292,14,42,45917.044085329486,14,41,45990.97808642301,14,40,45949.90364137106,73.9340010935266,41.07444505195599,41.07444505195599
45,0.186,0.007,0.179,0.193,0.279,0.286,0.293,14,42,46262.06942376593,14,41,46327.78853584906,14,40,46278.49920178672,65.71911208312667,49.28933406234137,49.28933406234137
45,0.187,0.007,0.18,0.194,0.28,0.287,0.294,14,42,46607.09476220237,14,41,46664.59898527511,14,40,46607.09476220237,57.5042230727413,57.5042230727413,57.5042230727413
45,0.188,0.007,0.181,0.195,0.281,0.288,0.295,14,42,46952.1201006388,14,41,47001.40943470114,14,40,46935.69032261803,49.28933406234137,65.71911208311212,49.28933406234137
45,0.189,0.007,0.182,0.196,0.282,0.289,0.296,14,42,47297.14543907525,14,41,47338.21988412719,14,40,47264.28588303366,41.07444505194144,73.9340010935266,41.07444505194144
45,0.19,0.007,0.183,0.197,0.283,0.29,0.297,14,42,47642.17077751167,14,41,47675.03033355324,14,40,47592.881443449325,32.85955604157061,82.14889010391198,32.85955604157061
45,0.191,0.007,0.184,0.198,0.284,0.291,0.298,14,42,47987.1961159481,14,41,48011.840782979285,14,40,47921.47700386497,24.644667031185236,90.36377911431191,24.644667031185236
45,0.192,0.007,0.185,0.199,0.285,0.292,0.299,14,42,48332.22145438455,14,41,48348.65123240533,14,40,48250.072564280636,16.429778020785307,98.57866812469729,16.429778020785307
45,0.193,0.007,0.186,0.2,0.286,0.293,0.3,14,42,48677.24679282098,14,41,48685.46168183138,14,40,48578.66812469628,8.21488901039993,106.79355713509722,8.21488901039993
45,0.194,0.007,0.187,0.201,0.287,0.294,0.301,14,42,49022.272131257414,14,41,49022.27213125743,14,40,48907.263685111946,1.4551915228366852e-11,115.0084461454826,1.4551915228366852e-11
45,0.22,0.008,0.212,0.228,0.312,0.32,0.328,14,42,57647.90559216833,14,41,57779.3438163346,14,40,57779.3438163346,131.4382241662679,0.0,0.0
45,0.221,0.008,0.213,0.229,0.313,0.321,0.329,14,42,57992.93093060478,14,41,58116.15426576065,14,40,58107.93937675025,123.22333515586797,8.21488901039993,8.21488901039993
45,0.222,0.008,0.214,0.23,0.314,0.322,0.33,14,42,58337.95626904121,14,41,58452.964715186696,14,40,58436.53493716591,115.0084461454826,16.429778020785307,16.429778020785307
45,0.223,0.008,0.215,0.231,0.315,0.323,0.331,14,42,58682.981607477646,14,41,58789.77516461274,14,40,58765.13049758156,106.79355713509722,24.644667031185236,24.644667031185236
45,0.224,0.008,0.216,0.232,0.316,0.324,0.332,14,42,59028.00694591408,14,41,59126.58561403879,14,40,59093.72605799722,98.57866812471184,32.85955604157061,32.85955604157061
45,0.225,0.008,0.217,0.233,0.317,0.325,0.333,14,42,59373.03228435051,14,41,59463.396063464825,14,40,59422.32161841287,90.36377911431191,41.07444505195599,41.07444505195599
45,0.226,0.008,0.218,0.234,0.318,0.326,0.334,14,42,59718.05762278696,14,41,59800.20651289087,14,40,59750.91717882853,82.14889010391198,49.28933406234137,49.28933406234137
45,0.227,0.008,0.219,0.235,0.319,0.327,0.335,14,42,60063.082961223394,14,41,60137.01696231692,14,40,60079.512739244165,73.9340010935266,57.50422307275585,57.50422307275585
45,0.228,0.008,0.22,0.236,0.32,0.328,0.336,14,42,60408.10829965983,14,41,60473.82741174297,14,40,60408.10829965981,65.71911208314123,65.71911208315578,65.71911208314123
45,0.229,0.008,0.221,0.237,0.321,0.329,0.337,14,42,60753.133638096275,14,41,60810.637861169,14,40,60736.703860075475,57.504223072726745,73.9340010935266,57.504223072726745
45,0.23,0.008,0.222,0.238,0.322,0.33,0.338,14,42,61098.15897653271,14,41,61147.44831059505,14,40,61065.29942049114,49.28933406234137,82.14889010391198,49.28933406234137
45,0.231,0.008,0.223,0.239,0.323,0.331,0.339,14,42,61443.18431496914,14,41,61484.2587600211,14,40,61393.8949809068,41.07444505195599,90.36377911429736,41.07444505195599
45,0.232,0.008,0.224,0.24,0.324,0.332,0.34,14,42,61788.20965340559,14,41,61821.069209447145,14,40,61722.49054132245,32.85955604155606,98.57866812469729,32.85955604155606
45,0.233,0.008,0.225,0.241,0.325,0.333,0.341,14,42,62133.23499184202,14,41,62157.87965887319,14,40,62051.08610173811,24.644667031170684,106.79355713508266,24.644667031170684
45,0.234,0.008,0.226,0.242,0.326,0.334,0.342,14,42,62478.260330278456,14,41,62494.69010829924,14,40,62379.68166215376,16.429778020785307,115.0084461454826,16.429778020785307
45,0.235,0.008,0.227,0.243,0.327,0.335,0.343,14,42,62823.2856687149,14,41,62831.500557725274,14,40,62708.27722256939,8.214889010370825,123.22333515588252,8.214889010370825
45,0.26,0.009,0.251,0.269,0.351,0.36,0.369,14,42,71103.89379118937,14,41,71251.76179337643,14,40,71251.76179337641,147.8680021870532,1.4551915228366852e-11,1.4551915228366852e-11
45,0.261,0.009,0.252,0.27,0.352,0.361,0.37,14,42,71448.9191296258,14,41,71588.57224280247,14,40,71580.35735379206,139.65311317666783,8.214889010414481,8.214889010414481
45,0.262,0.009,0.253,0.271,0.353,0.362,0.371,14,42,71793.94446806224,14,41,71925.38269222852,14,40,71908.95291420772,131.43822416628245,16.42977802079986,16.42977802079986
45,0.263,0.009,0.254,0.272,0.354,0.363,0.372,14,42,72138.96980649869,14,41,72262.19314165456,14,40,72237.54847462337,123.22333515586797,24.644667031185236,24.644667031185236
45,0.264,0.009,0.255,0.273,0.355,0.364,0.373,14,42,72483.99514493512,14,41,72599.0035910806,14,40,72566.14403503903,115.0084461454826,32.85955604157061,32.85955604157061
45,0.265,0.009,0.256,0.274,0.356,0.365,0.374,14,42,72829.02048337155,14,41,72935.81404050665,14,40,72894.73959545468,106.79355713509722,41.07444505197054,41.07444505197054
45,0.266,0.009,0.257,0.275,0.357,0.366,0.375,14,42,73174.045821808,14,41,73272.6244899327,14,40,73223.33515587034,98.57866812469729,49.28933406235592,49.28933406235592
45,0.267,0.009,0.258,0.276,0.358,0.367,0.376,14,42,73519.07116024444,14,41,73609.43493935875,14,40,73551.93071628599,90.36377911431191,57.50422307275585,57.50422307275585
45,0.268,0.009,0.259,0.277,0.359,0.368,0.377,14,42,73864.09649868087,14,41,73946.2453887848,14,40,73880.52627670165,82.14889010392653,65.71911208314123,65.71911208314123
45,0.269,0.009,0.26,0.278,0.36,0.369,0.378,14,42,74209.12183711732,14,41,74283.05583821081,14,40,74209.1218371173,73.9340010934975,73.93400109351205,73.9340010934975
45,0.27,0.009,0.261,0.279,0.361,0.37,0.379,14,42,74554.14717555375,14,41,74619.86628763686,14,40,74537.71739753296,65.71911208311212,82.14889010389743,65.71911208311212
45,0.271,0.009,0.262,0.28,0.362,0.371,0.38,14,42,74899.17251399018,14,41,74956.67673706291,14,40,74866.31295794861,57.504223072726745,90.36377911429736,57.504223072726745
45,0.272,0.009,0.263,0.281,0.363,0.372,0.381,14,42,75244.19785242663,14,41,75293.48718648896,14,40,75194.90851836427,49.289334062326816,98.57866812468274,49.289334062326816
45,0.273,0.009,0.264,0.282,0.364,0.373,0.382,14,42,75589.22319086306,14,41,75630.297635915,14,40,75523.50407877992,41.07444505194144,106.79355713508266,41.07444505194144
45,0.274,0.009,0.265,0.283,0.365,0.374,0.383,14,42,75934.2485292995,14,41,75967.10808534105,14,40,75852.09963919559,32.85955604155606,115.00844614546804,32.85955604155606
45,0.275,0.009,0.266,0.284,0.366,0.375,0.384,14,42,76279.27386773594,14,41,76303.9185347671,14,40,76180.69519961125,24.644667031156132,123.22333515585342,24.644667031156132
45,0.276,0.009,0.267,0.285,0.367,0.376,0.385,14,42,76624.29920617238,14,41,76640.72898419315,14,40,76509.2907600269,16.429778020770755,131.43822416625335,16.429778020770755
45,0.277,0.009,0.268,0.286,0.368,0.377,0.386,14,42,76969.32454460881,14,41,76977.5394336192,14,40,76837.88632044256,8.214889010385377,139.65311317663873,8.214889010385377
45,0.278,0.009,0.269,0.287,0.369,0.378,0.387,14,42,77314.34988304523,14,41,77314.34988304524,14,40,77166.4818808582,1.4551915228366852e-11,147.86800218703866,1.4551915228366852e-11
45,0.301,0.01,0.291,0.311,0.391,0.401,0.411,14,42,84904.90732864686,14,41,85060.9902198443,14,40,85052.77533083392,156.08289119743858,8.214889010385377,8.214889010385377
45,0.302,0.01,0.292,0.312,0.392,0.402,0.412,14,42,85249.93266708331,14,41,85397.80066927033,14,40,85381.37089124956,147.8680021870241,16.429778020770755,16.429778020770755
45,0.303,0.01,0.293,0.313,0.393,0.403,0.413,14,42,85594.95800551976,14,41,85734.6111186964,14,40,85709.96645166521,139.65311317663873,24.644667031185236,24.644667031185236
45,0.304,0.01,0.294,0.314,0.394,0.404,0.414,14,42,85939.98334395618,14,41,86071.42156812243,14,40,86038.56201208089,131.43822416625335,32.85955604154151,32.85955604154151
45,0.305,0.01,0.295,0.315,0.395,0.405,0.415,14,42,86285.0086823926,14,41,86408.2320175485,14,40,86367.15757249654,123.22333515589708,41.07444505195599,41.07444505195599
45,0.306,0.01,0.296,0.316,0.396,0.406,0.416,14,42,86630.03402082904,14,41,86745.04246697453,14,40,86695.75313291218,115.0084461454826,49.28933406234137,49.28933406234137
45,0.307,0.01,0.297,0.317,0.397,0.407,0.417,14,42,86975.05935926546,14,41,87081.85291640059,14,40,87024.34869332783,106.79355713512632,57.50422307275585,57.50422307275585
45,0.308,0.01,0.298,0.318,0.398,0.408,0.418,14,42,87320.08469770191,14,41,87418.66336582662,14,40,87352.94425374351,98.57866812471184,65.71911208311212,65.71911208311212
45,0.309,0.01,0.299,0.319,0.399,0.409,0.419,14,42,87665.11003613836,14,41,87755.47381525266,14,40,87681.53981415916,90.36377911429736,73.9340010934975,73.9340010934975
45,0.31,0.01,0.3,0.32,0.4,0.41,0.42,14,42,88010.13537457478,14,41,88092.28426467872,14,40,88010.1353745748,82.14889010394108,82.14889010391198,82.14889010391198
45,0.311,0.01,0.301,0.321,0.401,0.411,0.421,14,42,88355.16071301122,14,41,88429.09471410475,14,40,88338.73093499045,73.9340010935266,90.36377911429736,73.9340010935266
45,0.312,0.01,0.302,0.322,0.402,0.412,0.422,14,42,88700.18605144767,14,41,88765.90516353081,14,40,88667.3264954061,65.71911208314123,98.57866812471184,65.71911208314123
45,0.313,0.01,0.303,0.323,0.403,0.413,0.423,14,42,89045.21138988409,14,41,89102.71561295685,14,40,88995.92205582175,57.50422307275585,106.79355713509722,57.50422307275585
45,0.314,0.01,0.304,0.324,0.404,0.414,0.424,14,42,89390.23672832054,14,41,89439.52606238291,14,40,89324.5176162374,49.28933406237047,115.0084461455117,49.28933406237047
45,0.315,0.01,0.305,0.325,0.405,0.415,0.425,14,42,89735.26206675699,14,41,89776.33651180894,14,40,89653.11317665307,41.07444505195599,123.22333515586797,41.07444505195599
45,0.316,0.01,0.306,0.326,0.406,0.416,0.426,14,42,90080.2874051934,14,41,90113.146961235,14,40,89981.70873706872,32.85955604159972,131.43822416628245,32.85955604159972
45,0.317,0.01,0.307,0.327,0.407,0.417,0.427,14,42,90425.31274362985,14,41,90449.95741066104,14,40,90310.30429748437,24.644667031185236,139.65311317666783,24.644667031185236
45,0.318,0.01,0.308,0.328,0.408,0.418,0.428,14,42,90770.3380820663,14,41,90786.7678600871,14,40,90638.89985790005,16.42977802079986,147.8680021870532,16.42977802079986
45,0.319,0.01,0.309,0.329,0.409,0.419,0.429,14,42,91115.36342050275,14,41,91123.57830951313,14,40,90967.4954183157,8.214889010385377,156.08289119743858,8.214889010385377
45,0.32,0.01,0.31,0.33,0.41,0.42,0.43,14,42,91460.38875893917,14,41,91460.3887589392,14,40,91296.09097873134,2.9103830456733704e-11,164.29778020785307,2.9103830456733704e-11
45,0.34,0.011,0.329,0.351,0.429,0.44,0.451,14,42,98015.87018923147,14,41,98196.5977474601,14,40,98196.59774746007,180.72755822862382,2.9103830456733704e-11,2.9103830456733704e-11
45,0.341,0.011,0.33,0.352,0.43,0.441,0.452,14,42,98360.89552766792,14,41,98533.40819688616,14,40,98525.19330787571,172.51266921823844,8.214889010443585,8.214889010443585
45,0.342,0.011,0.331,0.353,0.431,0.442,0.453,14,42,98705.92086610434,14,41,98870.21864631219,14,40,98853.78886829136,164.29778020785307,16.429778020828962,16.429778020828962
45,0.343,0.011,0.332,0.354,0.432,0.443,0.454,14,42,99050.94620454079,14,41,99207.02909573822,14,40,99182.38442870704,156.08289119743858,24.644667031185236,24.644667031185236
45,0.344,0.011,0.333,0.355,0.433,0.444,0.455,14,42,99395.97154297723,14,41,99543.83954516423,14,40,99510.97998912269,147.868002186995,32.85955604154151,32.85955604154151
45,0.345,0.011,0.334,0.356,0.434,0.445,0.456,14,42,99740.99688141365,14,41,99880.64999459029,14,40,99839.57554953833,139.65311317663873,41.07444505195599,41.07444505195599
45,0.346,0.011,0.335,0.357,0.435,0.446,0.457,14,42,100086.0222198501,14,41,100217.46044401632,14,40,100168.17110995398,131.43822416622424,49.28933406234137,49.28933406234137
45,0.347,0.011,0.336,0.358,0.436,0.447,0.458,14,42,100431.04755828655,14,41,100554.27089344239,14,40,100496.76667036966,123.22333515583887,57.504223072726745,57.504223072726745
45,0.348,0.011,0.337,0.359,0.437,0.448,0.459,14,42,100776.07289672297,14,41,100891.08134286842,14,40,100825.36223078531,115.00844614545349,65.71911208311212,65.71911208311212
45,0.349,0.011,0.338,0.36,0.438,0.449,0.46,14,42,101121.09823515941,14,41,101227.89179229448,14,40,101153.95779120096,106.79355713506811,73.9340010935266,73.9340010935266
45,0.35,0.011,0.339,0.361,0.439,0.45,0.461,14,42,101466.12357359586,14,41,101564.70224172052,14,40,101482.5533516166,98.57866812465363,82.14889010391198,82.14889010391198
