symbol,buyer,seller,pnl_ratio,max_pos,min_pos,cleared_pnl,positions_all,pos_positions,neg_positions,mult_pos,mult_neg
PICNIC_BASKET1,Caesar,Penelope,3.28,59.38,-60.00,8118.90,2473.29,1555.00,1555.00,1.40,0.80
PICNIC_BASKET1,Camilla,Caesar,-2.67,7.97,-60.00,-5646.43,2113.71,660.00,660.00,0.44,1.60
PICNIC_BASKET1,Camilla,Pablo,-7.83,45.62,-60.00,-34199.82,4368.81,1867.00,1867.00,0.90,1.17
PICNIC_BASKET1,Camilla,Charlie,-4.33,4.48,-60.00,-1467.58,338.60,67.00,67.00,0.07,2.53
PICNIC_BASKET1,Camilla,Penelope,0.22,19.19,-60.00,763.58,3457.25,1555.00,1555.00,0.71,1.11
PICNIC_BASKET1,Pablo,Caesar,1.51,44.76,-60.00,5668.29,3744.00,660.00,660.00,2.00,2.84
PICNIC_BASKET1,Pablo,Camilla,-4.57,60.00,-22.53,-11202.10,2452.40,1755.00,1755.00,1.31,0.70
PICNIC_BASKET1,Pablo,Charlie,-0.15,7.55,-60.00,-52.60,353.21,67.00,67.00,0.19,2.64
PICNIC_BASKET1,Pablo,Penelope,4.41,60.00,-43.06,10512.68,2385.90,1555.00,1555.00,1.27,0.77
PICNIC_BASKET1,Charlie,Caesar,-29.58,60.00,-39.43,-20286.74,685.71,660.00,660.00,2.68,0.52
PICNIC_BASKET1,Charlie,Camilla,-35.67,60.00,-38.53,-20460.02,573.65,1755.00,1755.00,2.24,0.16
PICNIC_BASKET1,Charlie,Pablo,-34.74,60.00,-32.84,-22230.70,639.89,1867.00,1867.00,2.50,0.17
PICNIC_BASKET1,Charlie,Penelope,-26.69,60.00,-42.69,-17227.30,645.40,1555.00,1555.00,2.52,0.21
PICNIC_BASKET1,Penelope,Caesar,-1.76,33.25,-60.00,-3695.17,2105.42,660.00,660.00,0.69,1.60
PICNIC_BASKET1,Penelope,Camilla,-7.84,60.00,-14.62,-37687.32,4808.99,1755.00,1755.00,1.57,1.37
PICNIC_BASKET1,Penelope,Pablo,-6.91,60.00,-24.97,-12919.61,1869.18,1867.00,1867.00,0.61,0.50
PICNIC_BASKET1,Penelope,Charlie,-3.42,10.34,-60.00,-1262.53,369.38,67.00,67.00,0.12,2.76
PICNIC_BASKET2,Caesar,Camilla,1.31,100.00,-35.78,4150.64,3176.15,1597.00,1597.00,3.04,0.99
PICNIC_BASKET2,Caesar,Pablo,-2.42,100.00,-71.65,-8471.11,3500.94,1971.00,1971.00,3.35,0.89
PICNIC_BASKET2,Caesar,Charlie,-5.63,56.13,-100.00,-13999.29,2485.04,795.00,795.00,2.38,1.56
PICNIC_BASKET2,Caesar,Penelope,-1.90,71.87,-100.00,-5281.97,2782.49,2153.00,2153.00,2.66,0.65
PICNIC_BASKET2,Camilla,Caesar,-1.44,100.00,-79.27,-5399.16,3747.28,540.00,540.00,0.77,3.47
PICNIC_BASKET2,Camilla,Pablo,-3.42,100.00,-52.53,-17703.84,5169.52,1971.00,1971.00,1.06,1.31
PICNIC_BASKET2,Camilla,Charlie,-6.64,69.66,-100.00,-23213.05,3496.78,795.00,795.00,0.72,2.20
PICNIC_BASKET2,Camilla,Penelope,-2.90,100.00,-52.76,-15910.01,5480.02,2153.00,2153.00,1.13,1.27
PICNIC_BASKET2,Pablo,Caesar,-1.83,85.68,-100.00,-6399.57,3488.46,540.00,540.00,2.73,3.23
PICNIC_BASKET2,Pablo,Camilla,-0.09,100.00,-43.62,-377.25,4107.09,1597.00,1597.00,3.22,1.29
PICNIC_BASKET2,Pablo,Charlie,-7.03,47.47,-100.00,-15168.93,2157.10,795.00,795.00,1.69,1.36
PICNIC_BASKET2,Pablo,Penelope,-3.30,65.75,-100.00,-10955.41,3322.88,2153.00,2153.00,2.60,0.77
PICNIC_BASKET2,Charlie,Caesar,-0.96,45.02,-100.00,-2215.43,2297.42,540.00,540.00,0.88,2.13
PICNIC_BASKET2,Charlie,Camilla,0.78,100.00,-55.03,1853.42,2381.26,1597.00,1597.00,0.91,0.75
PICNIC_BASKET2,Charlie,Pablo,-2.95,82.89,-100.00,-12375.55,4197.73,1971.00,1971.00,1.61,1.06
PICNIC_BASKET2,Charlie,Penelope,-2.43,69.33,-100.00,-9090.01,3745.72,2153.00,2153.00,1.44,0.87
PICNIC_BASKET2,Penelope,Caesar,-1.74,86.92,-100.00,-6745.76,3874.19,540.00,540.00,0.90,3.59
PICNIC_BASKET2,Penelope,Camilla,0.00,100.00,-20.02,6.72,4659.73,1597.00,1597.00,1.08,1.46
PICNIC_BASKET2,Penelope,Pablo,-3.73,92.34,-100.00,-19695.61,5287.35,1971.00,1971.00,1.22,1.34
PICNIC_BASKET2,Penelope,Charlie,-6.94,22.37,-100.00,-19347.88,2788.36,795.00,795.00,0.65,1.75
VOLCANIC_ROCK,Caesar,Pablo,4.75,400.00,-305.21,63811.78,13440.43,388.00,388.00,3.33,17.32
VOLCANIC_ROCK,Caesar,Peter,-2.07,400.00,-361.84,-108754.86,52479.32,1633.00,1633.00,12.98,16.07
VOLCANIC_ROCK,Pablo,Caesar,-0.84,211.73,-400.00,-11220.69,13304.71,1799.00,1799.00,18.48,3.70
VOLCANIC_ROCK,Pablo,Peter,-7.64,252.05,-400.00,-98532.15,12896.70,1633.00,1633.00,17.91,3.95
VOLCANIC_ROCK,Peter,Caesar,-0.72,400.00,-156.12,-28758.20,39910.75,1799.00,1799.00,13.87,11.09
VOLCANIC_ROCK,Peter,Pablo,-0.70,400.00,-207.95,-7201.54,10328.96,388.00,388.00,3.59,13.31
VOLCANIC_ROCK_VOUCHER_9500,Caesar,Camilla,6.46,88.14,-200.00,27843.83,4311.67,4679.00,4679.00,6.72,0.46
VOLCANIC_ROCK_VOUCHER_9500,Caesar,Pablo,8.05,25.36,-200.00,26904.21,3342.45,3707.00,3707.00,5.21,0.45
VOLCANIC_ROCK_VOUCHER_9500,Caesar,Penelope,6.39,36.17,-200.00,25691.61,4019.71,5229.00,5229.00,6.26,0.38
VOLCANIC_ROCK_VOUCHER_9500,Camilla,Caesar,-0.15,197.22,-200.00,-10730.43,70622.73,19884.00,19884.00,1.25,1.78
VOLCANIC_ROCK_VOUCHER_9500,Camilla,Pablo,-0.88,125.31,-200.00,-9429.27,10706.03,3707.00,3707.00,0.19,1.44
VOLCANIC_ROCK_VOUCHER_9500,Camilla,Penelope,-2.54,200.00,-94.03,-33939.81,13369.66,5229.00,5229.00,0.24,1.28
VOLCANIC_ROCK_VOUCHER_9500,Pablo,Caesar,3.88,28.69,-200.00,5359.79,1381.07,19884.00,19884.00,18.66,0.03
VOLCANIC_ROCK_VOUCHER_9500,Pablo,Camilla,1.56,37.06,-200.00,2293.51,1469.60,4679.00,4679.00,19.86,0.16
VOLCANIC_ROCK_VOUCHER_9500,Pablo,Penelope,1.49,20.37,-200.00,2150.99,1439.50,5229.00,5229.00,19.45,0.14
VOLCANIC_ROCK_VOUCHER_9500,Penelope,Caesar,1.91,25.80,-200.00,16304.33,8546.53,19884.00,19884.00,0.88,0.21
VOLCANIC_ROCK_VOUCHER_9500,Penelope,Camilla,-0.41,200.00,-54.51,-24984.72,60562.37,4679.00,4679.00,6.22,6.47
VOLCANIC_ROCK_VOUCHER_9500,Penelope,Pablo,1.18,65.20,-200.00,6947.52,5893.17,3707.00,3707.00,0.61,0.79
VOLCANIC_ROCK_VOUCHER_9750,Caesar,Camilla,2.19,200.00,-184.60,19367.45,8849.44,4726.00,4726.00,15.36,0.94
VOLCANIC_ROCK_VOUCHER_9750,Caesar,Pablo,3.40,35.86,-200.00,22879.36,6728.66,3676.00,3676.00,11.68,0.92
VOLCANIC_ROCK_VOUCHER_9750,Caesar,Penelope,1.83,163.43,-200.00,20661.63,11312.46,5298.00,5298.00,19.64,1.07
VOLCANIC_ROCK_VOUCHER_9750,Camilla,Caesar,0.15,130.39,-200.00,7831.03,53493.53,20525.00,20525.00,0.92,1.30
VOLCANIC_ROCK_VOUCHER_9750,Camilla,Pablo,-1.20,143.77,-200.00,-13681.76,11392.64,3676.00,3676.00,0.20,1.55
VOLCANIC_ROCK_VOUCHER_9750,Camilla,Penelope,-2.77,200.00,-90.05,-36343.34,13097.82,5298.00,5298.00,0.23,1.24
VOLCANIC_ROCK_VOUCHER_9750,Pablo,Caesar,-11.39,174.59,-200.00,-21467.53,1885.19,20525.00,20525.00,10.47,0.05
VOLCANIC_ROCK_VOUCHER_9750,Pablo,Camilla,-13.95,200.00,-186.37,-28971.27,2077.31,4726.00,4726.00,11.54,0.22
VOLCANIC_ROCK_VOUCHER_9750,Pablo,Penelope,-14.31,200.00,-190.43,-28057.64,1960.89,5298.00,5298.00,10.89,0.19
VOLCANIC_ROCK_VOUCHER_9750,Penelope,Caesar,2.06,22.21,-200.00,16722.83,8125.02,20525.00,20525.00,0.83,0.20
VOLCANIC_ROCK_VOUCHER_9750,Penelope,Camilla,-0.50,200.00,-127.91,-40689.40,81238.40,4726.00,4726.00,8.33,8.59
VOLCANIC_ROCK_VOUCHER_9750,Penelope,Pablo,0.71,64.88,-200.00,4286.73,6030.29,3676.00,3676.00,0.62,0.82
VOLCANIC_ROCK_VOUCHER_10000,Caesar,Camilla,6.56,200.00,-138.26,25843.79,3940.21,3330.00,3330.00,8.72,0.59
VOLCANIC_ROCK_VOUCHER_10000,Caesar,Pablo,-9.85,200.00,-62.64,-27287.95,2770.81,3683.00,3683.00,6.13,0.38
VOLCANIC_ROCK_VOUCHER_10000,Caesar,Penelope,4.68,200.00,-156.52,20999.22,4489.32,3804.00,3804.00,9.93,0.59
VOLCANIC_ROCK_VOUCHER_10000,Camilla,Caesar,-2.15,200.00,-10.63,-31757.73,14800.33,20645.00,20645.00,0.27,0.36
VOLCANIC_ROCK_VOUCHER_10000,Camilla,Pablo,-2.91,200.00,-176.31,-30742.97,10549.01,3683.00,3683.00,0.19,1.43
VOLCANIC_ROCK_VOUCHER_10000,Camilla,Penelope,11.61,19.92,-200.00,28187.95,2427.55,3804.00,3804.00,0.04,0.32
VOLCANIC_ROCK_VOUCHER_10000,Pablo,Caesar,-12.80,136.33,-200.00,-17657.40,1380.01,20645.00,20645.00,26.54,0.03
VOLCANIC_ROCK_VOUCHER_10000,Pablo,Camilla,2.84,81.77,-200.00,2978.02,1047.23,3330.00,3330.00,20.14,0.16
VOLCANIC_ROCK_VOUCHER_10000,Pablo,Penelope,0.96,66.76,-200.00,1007.75,1047.21,3804.00,3804.00,20.14,0.14
VOLCANIC_ROCK_VOUCHER_10000,Penelope,Caesar,-15.99,200.00,-35.66,-34073.13,2130.60,20645.00,20645.00,0.31,0.05
VOLCANIC_ROCK_VOUCHER_10000,Penelope,Camilla,-0.35,200.00,-138.61,-26014.17,73594.32,3330.00,3330.00,10.58,11.05
VOLCANIC_ROCK_VOUCHER_10000,Penelope,Pablo,-16.76,200.00,-51.89,-37715.41,2250.21,3683.00,3683.00,0.32,0.31
VOLCANIC_ROCK_VOUCHER_10250,Caesar,Camilla,10.82,29.24,-200.00,8439.46,779.96,1155.00,1155.00,2.02,0.34
VOLCANIC_ROCK_VOUCHER_10250,Caesar,Pablo,-0.35,111.69,-200.00,-769.54,2170.22,3696.00,3696.00,5.62,0.29
VOLCANIC_ROCK_VOUCHER_10250,Caesar,Penelope,10.18,4.91,-200.00,9091.91,892.71,1394.00,1394.00,2.31,0.32
VOLCANIC_ROCK_VOUCHER_10250,Camilla,Caesar,-0.83,200.00,-21.54,-20698.54,24874.36,19116.00,19116.00,0.52,0.65
VOLCANIC_ROCK_VOUCHER_10250,Camilla,Pablo,-2.26,200.00,-72.10,-12655.83,5603.74,3696.00,3696.00,0.12,0.76
VOLCANIC_ROCK_VOUCHER_10250,Camilla,Penelope,8.28,6.26,-200.00,10190.76,1230.65,1394.00,1394.00,0.03,0.44
VOLCANIC_ROCK_VOUCHER_10250,Pablo,Caesar,3.02,97.34,-200.00,3017.08,998.65,19116.00,19116.00,10.62,0.03
VOLCANIC_ROCK_VOUCHER_10250,Pablo,Camilla,12.77,7.90,-200.00,8318.31,651.41,1155.00,1155.00,6.93,0.28
VOLCANIC_ROCK_VOUCHER_10250,Pablo,Penelope,12.13,15.28,-200.00,8207.07,676.37,1394.00,1394.00,7.20,0.24
VOLCANIC_ROCK_VOUCHER_10250,Penelope,Caesar,-9.82,200.00,-19.70,-10097.54,1027.98,19116.00,19116.00,0.42,0.03
VOLCANIC_ROCK_VOUCHER_10250,Penelope,Camilla,-0.07,200.00,-158.18,-1511.70,20413.03,1155.00,1155.00,8.28,8.84
VOLCANIC_ROCK_VOUCHER_10250,Penelope,Pablo,-11.25,200.00,-25.44,-10517.87,935.01,3696.00,3696.00,0.38,0.13
VOLCANIC_ROCK_VOUCHER_10500,Caesar,Camilla,-0.06,49.94,-200.00,-59.93,965.52,140.00,140.00,8.32,3.45
VOLCANIC_ROCK_VOUCHER_10500,Caesar,Pablo,-0.26,35.39,-200.00,-309.24,1191.03,2226.00,2226.00,10.27,0.27
VOLCANIC_ROCK_VOUCHER_10500,Caesar,Penelope,1.09,52.39,-200.00,829.42,759.70,130.00,130.00,6.55,2.92
VOLCANIC_ROCK_VOUCHER_10500,Camilla,Caesar,-0.48,182.71,-200.00,-20003.58,41324.55,11690.00,11690.00,1.48,1.77
VOLCANIC_ROCK_VOUCHER_10500,Camilla,Pablo,-0.67,200.00,-115.85,-3347.63,4984.69,2226.00,2226.00,0.18,1.12
VOLCANIC_ROCK_VOUCHER_10500,Camilla,Penelope,0.68,88.07,-200.00,680.87,1001.53,130.00,130.00,0.04,3.85
VOLCANIC_ROCK_VOUCHER_10500,Pablo,Caesar,-0.72,70.23,-200.00,-559.51,772.00,11690.00,11690.00,22.71,0.03
VOLCANIC_ROCK_VOUCHER_10500,Pablo,Camilla,-0.71,24.06,-200.00,-401.18,561.32,140.00,140.00,16.51,2.00
VOLCANIC_ROCK_VOUCHER_10500,Pablo,Penelope,0.44,17.80,-200.00,203.25,462.83,130.00,130.00,13.61,1.78
VOLCANIC_ROCK_VOUCHER_10500,Penelope,Caesar,-0.37,200.00,-64.59,-629.51,1724.14,11690.00,11690.00,5.46,0.07
VOLCANIC_ROCK_VOUCHER_10500,Penelope,Camilla,-0.36,200.00,-148.11,-1234.91,3477.99,140.00,140.00,11.01,12.42
VOLCANIC_ROCK_VOUCHER_10500,Penelope,Pablo,-0.55,200.00,-90.12,-920.04,1664.81,2226.00,2226.00,5.27,0.37
MAGNIFICENT_MACARONS,Caesar,Camilla,-3.77,75.00,-58.20,-3842.08,1019.45,101.00,101.00,0.26,5.05
MAGNIFICENT_MACARONS,Caesar,Charlie,-5.78,8.84,-75.00,-10541.18,1823.77,1912.00,1912.00,0.46,0.48
MAGNIFICENT_MACARONS,Caesar,Paris,-4.25,59.97,-75.00,-81315.18,19131.01,1998.00,1998.00,4.80,4.79
MAGNIFICENT_MACARONS,Camilla,Caesar,-4.26,75.00,-59.79,-10855.97,2549.38,101.00,101.00,10.45,12.62
MAGNIFICENT_MACARONS,Camilla,Charlie,3.95,52.89,-75.00,4642.15,1174.23,1912.00,1912.00,4.81,0.31
MAGNIFICENT_MACARONS,Camilla,Paris,5.48,75.00,-42.84,6921.38,1262.37,1998.00,1998.00,5.17,0.32
MAGNIFICENT_MACARONS,Charlie,Caesar,-14.96,75.00,-62.87,-18489.35,1235.86,101.00,101.00,10.65,6.12
MAGNIFICENT_MACARONS,Charlie,Camilla,-4.74,75.00,-27.14,-3333.21,703.52,101.00,101.00,6.06,3.48
MAGNIFICENT_MACARONS,Charlie,Paris,-5.22,75.00,-53.05,-8570.69,1642.04,1998.00,1998.00,14.16,0.41
MAGNIFICENT_MACARONS,Paris,Caesar,-12.08,75.00,-40.17,-12262.36,1014.95,101.00,101.00,0.26,5.02
MAGNIFICENT_MACARONS,Paris,Camilla,-1.86,75.00,-18.49,-1570.58,844.88,101.00,101.00,0.22,4.18
MAGNIFICENT_MACARONS,Paris,Charlie,-3.87,75.00,-41.76,-97292.23,25139.71,1912.00,1912.00,6.48,6.57
