mid_price_here,mid_price_there,transportFees,exportTariff,importTariff,sugarPrice,sunlightIndex
660.5,660.25,1.1,11,-3.5,212.3148275,55
661.5,661.75,1.1,11,-3.5,212.5431795,55
663.5,663.75,1.1,11,-3.5,212.5642693,55
665.5,665.25,1.1,11,-3.5,212.8882112,55
662.5,664.25,1.1,11,-3.5,212.8350954,55
664.5,664.75,1.1,11,-3.5,212.8724819,55
663.5,663.75,1.1,11,-3.5,212.7445112,55
665.5,665.75,1.1,11,-3.5,212.806393,55
666.5,666.75,1.1,11,-3.5,212.7980644,55
664.5,664.75,1.1,11,-3.5,212.7158717,55
665,665,1.1,11,-3.5,212.889911,55
666.5,666.25,1.1,11,-3.5,212.8502841,55
669.5,669.25,1.1,11,-3.5,212.8900066,55
670.5,670.75,1.1,11,-3.5,212.8916999,55
671.5,671.25,1.1,11,-3.5,212.6710342,55
671.5,671.25,1.1,11,-3.5,212.8462328,55
670.5,670.75,1.1,11,-3.5,212.5257764,55
673.5,673.25,1.1,11,-3.5,212.1439632,55
674.5,674.75,1.1,11,-3.5,212.2946664,55
675.5,675.25,1.1,11,-3.5,212.4928942,55
676.5,676.25,1.1,11,-3.5,212.2683795,55
675.5,675.25,1.1,11,-3.5,212.1871848,55
676.5,676.25,1.1,11,-3.5,212.1417627,55
677.5,677.75,1.1,11,-3.5,212.3347536,55
678.5,678.75,1.1,11,-3.5,212.4083193,55
677.5,677.75,1.1,11,-3.5,212.329224,55
676.5,676.25,1.1,11,-3.5,212.3532093,55
676.5,676.25,1.1,11,-3.5,212.2408575,55
673.5,673.75,1.1,11,-3.5,211.9260182,55
671.5,671.75,1.1,11,-3.5,211.5690674,55
675.5,675.25,1.1,11,-3.5,211.8138257,55
673.5,673.25,1.1,11,-3.5,211.7588786,55
677.5,677.25,1.1,11,-3.5,211.9522479,55
682.5,682.25,1.1,11,-3.5,212.236024,55
683.5,683.25,1.1,11,-3.5,212.3423442,55
680.5,680.75,1.1,11,-3.5,212.2409963,55
679.5,679.25,1.1,11,-3.5,212.0284691,55
679.5,679.5,1.1,11,-3.5,212.0275889,55
678.5,678.75,1.1,11,-3.5,211.8711497,55
678.5,678.25,1.1,11,-3.5,211.4982995,55
679.5,679.75,1.1,11,-3.5,211.2438219,55
678.5,678.75,1.1,11,-3.5,211.2889342,55
676.5,676.75,1.1,11,-3.5,211.4473106,55
678.5,678.25,1.1,11,-3.5,211.2824281,55
675.5,675.75,1.1,11,-3.5,211.0664525,55
678.5,678.25,1.1,11,-3.5,211.026728,55
680.5,680.25,1.1,11,-3.5,211.4119347,55
680.5,682.25,1.1,11,-3.5,211.1417904,55
682.5,682.25,1.1,11,-3.5,211.0990087,55
680.5,680.75,1.1,11,-3.5,210.9603321,55
679.5,679.25,1.1,11,-3.5,210.9094619,55
679.5,679.5,1.1,11,-3.5,210.795154,55
679.5,679.25,1.1,11,-3.5,210.8478023,55
677.5,677.25,1.1,11,-3.5,210.8384303,55
674.5,674.75,1.1,11,-3.5,210.5485293,55
675.5,677.75,1.1,11,-3.5,210.7527156,55
677.5,677.25,1.1,11,-3.5,210.6255565,55
677.5,677.75,1.1,11,-3.5,210.7757485,55
679.5,679.25,1.1,11,-3.5,210.9963635,55
683.5,683.75,1.1,11,-3.5,211.2606396,55
681.5,681.25,1.1,11,-3.5,211.0745249,55
681.5,681.75,1.1,11,-3.5,211.1783638,55
684.5,684.25,1.1,11,-3.5,211.2516047,55
682.5,682.25,1.1,11,-3.5,211.1646486,55
679.5,679.25,1.1,11,-3.5,210.9207164,55
682.5,682.25,1.1,11,-3.5,211.1045801,55
682.5,682.25,1.1,11,-3.5,211.0668497,55
680.5,680.75,1.1,11,-3.5,210.9460249,55
678.5,678.75,1.1,11,-3.5,210.7977389,55
680.5,680.25,1.1,11,-3.5,210.8235392,55
677.5,677.75,1.1,11,-3.5,210.8024764,55
675.5,675.25,1.1,11,-3.5,210.8402267,55
677.5,677.25,1.1,11,-3.5,210.8157019,55
676.5,676.25,1.1,11,-3.5,210.7305903,55
678.5,678.25,1.1,11,-3.5,210.6845443,55
678.5,678.25,1.1,11,-3.5,210.4028558,55
680.5,680.25,1.1,11,-3.5,210.5520598,55
683.5,683.75,1.1,11,-3.5,210.6152769,55
684.5,684.25,1.1,11,-3.5,210.68636,55
685.5,685.75,1.1,11,-3.5,210.7542566,55
684.5,684.25,1.1,11,-3.5,210.7576302,55
685.5,685.75,1.1,11,-3.5,210.928783,55
681.5,681.75,1.1,11,-3.5,210.7235769,55
681.5,681.75,1.1,11,-3.5,210.3996907,55
680.5,680.75,1.1,11,-3.5,210.3821015,55
682.5,682.75,1.1,11,-3.5,210.4626478,55
685.5,685.75,1.1,11,-3.5,210.6618371,55
686.5,686.75,1.1,11,-3.5,210.5782936,55
684.5,684.75,1.1,11,-3.5,210.2046232,55
684.5,684.25,1.1,11,-3.5,210.2658767,55
684.5,684.75,1.1,11,-3.5,210.3988112,55
687.5,687.75,1.1,11,-3.5,210.6925588,55
682.5,682.25,1.1,11,-3.5,210.5141279,55
683.5,683.75,1.1,11,-3.5,210.620937,55
684.5,684.75,1.1,11,-3.5,211.0123452,55
686.5,686.75,1.1,11,-3.5,211.0676656,55
682.5,682.75,1.1,11,-3.5,211.0739776,55
683.5,683.75,1.1,11,-3.5,211.2774106,55
684.5,684.75,1.1,11,-3.5,211.2961899,55
680.5,680.75,1.1,11,-3.5,211.0506432,55
680.5,680.75,1.1,11,-3.5,211.0612712,55
679.5,679.25,1.1,11,-3.5,210.9588221,55
677.5,677.25,1.1,11,-3.5,211.1181322,55
675.5,675.25,1.1,11,-3.5,210.8459349,55
678.5,678.75,1.1,11,-3.5,211.0613786,55
675.5,675.75,1.1,11,-3.5,210.7989667,55
674.5,674.75,1.1,11,-3.5,210.7073117,55
674.5,674.75,1.1,11,-3.5,210.8390689,55
673.5,673.75,1.1,11,-3.5,210.7837252,55
671.5,671.25,1.1,11,-3.5,210.6586914,55
671.5,671.75,1.1,11,-3.5,210.7793266,55
673.5,673.25,1.1,11,-3.5,210.8824313,55
672.5,672.75,1.1,11,-3.5,210.7404547,55
671.5,671.25,1.1,11,-3.5,210.4877579,55
671.5,671.25,1.1,11,-3.5,210.2945395,55
673.5,673.75,1.1,11,-3.5,210.405445,55
676.5,676.75,1.1,11,-3.5,210.7666428,55
674.5,674.75,1.1,11,-3.5,210.7240507,55
670.5,670.25,1.1,11,-3.5,210.6038163,55
671.5,671.25,1.1,11,-3.5,210.592448,55
673.5,673.25,1.1,11,-3.5,210.632437,55
671.5,671.25,1.1,11,-3.5,210.348304,55
667.5,667.25,1.1,11,-3.5,209.9919487,55
670.5,670.75,1.1,11,-3.5,210.1219333,55
666.5,666.75,1.1,11,-3.5,209.6506706,55
664.5,664.25,1.1,11,-3.5,209.4379294,55
663.5,663.75,1.1,11,-3.5,209.2639134,55
665.5,665.25,1.1,11,-3.5,209.2940166,55
666.5,666.25,1.1,11,-3.5,209.3154586,55
671.5,671.25,1.1,11,-3.5,209.40552,55
676.5,676.75,1.1,11,-3.5,209.7767961,55
680.5,680.25,1.1,11,-3.5,209.8049799,55
681.5,681.25,1.1,11,-3.5,209.8973285,55
681.5,681.75,1.1,11,-3.5,209.7910553,55
678,680.75,1.1,11,-3.5,209.5317676,55
677.5,677.75,1.1,11,-3.5,209.1935662,55
673.5,673.75,1.1,11,-3.5,208.8817886,55
667.5,667.75,1.1,11,-3.5,208.6870378,55
665.5,665.25,1.1,11,-3.5,208.6601647,55
662.5,662.25,1.1,11,-3.5,208.3103658,55
663.5,663.75,1.1,11,-3.5,207.8159302,55
663.5,663.25,1.1,11,-3.5,207.7221488,55
663.5,663.25,1.1,11,-3.5,207.8664625,55
664.5,664.75,1.1,11,-3.5,208.0131824,55
660.5,660.75,1.1,11,-3.5,207.9985639,55
660.5,660.75,1.1,11,-3.5,208.0585941,55
658.5,658.75,1.1,11,-3.5,207.9343139,55
658.5,658.25,1.1,11,-3.5,207.897676,55
661.5,661.75,1.1,11,-3.5,207.9649261,55
663.5,661.25,1.1,11,-3.5,207.9217098,55
663.5,661.25,1.1,11,-3.5,207.8154329,55
663.5,663.25,1.1,11,-3.5,208.0137468,55
662.5,662.25,1.1,11,-3.5,207.6322265,55
663.5,663.25,1.1,11,-3.5,207.8083277,55
664.5,664.75,1.1,11,-3.5,207.8757974,55
667.5,667.75,1.1,11,-3.5,208.0267431,55
666.5,666.75,1.1,11,-3.5,207.6572668,55
668.5,668.25,1.1,11,-3.5,207.8196136,55
671.5,671.75,1.1,11,-3.5,207.9446498,55
666.5,666.25,1.1,11,-3.5,207.9203465,55
663.5,665.75,1.1,11,-3.5,207.8771912,55
666.5,666.75,1.1,11,-3.5,208.0357335,55
665.5,665.25,1.1,11,-3.5,208.1874347,55
661.5,661.75,1.1,11,-3.5,208.1006545,55
660.5,660.25,1.1,11,-3.5,207.8871819,55
661.5,661.75,1.1,11,-3.5,207.9364639,55
662.5,662.75,1.1,11,-3.5,208.065098,55
661.5,661.75,1.1,11,-3.5,207.972885,55
663.5,663.25,1.1,11,-3.5,207.9931069,55
665.5,665.25,1.1,11,-3.5,208.1491194,55
662.5,662.25,1.1,11,-3.5,207.6905227,55
662.5,662.75,1.1,11,-3.5,207.6849571,55
665.5,665.25,1.1,11,-3.5,208.017794,55
664.5,664.75,1.1,11,-3.5,207.8386058,55
663.5,663.25,1.1,11,-3.5,207.8040278,55
663.5,663.5,1.1,11,-3.5,207.9353903,55
664.5,662.75,1.1,11,-3.5,207.9931108,55
667.5,667.75,1.1,11,-3.5,208.1724242,55
667.5,665.75,1.1,11,-3.5,207.9972252,55
667.5,667.75,1.1,11,-3.5,208.1182865,55
667.5,667.25,1.1,11,-3.5,207.9875209,55
664.5,664.25,1.1,11,-3.5,207.6892437,55
661.5,661.25,1.1,11,-3.5,207.651055,55
657.5,659.25,1.1,11,-3.5,207.6247125,55
657.5,657.25,1.1,11,-3.5,207.4570069,55
656.5,656.25,1.1,11,-3.5,207.5324035,55
653.5,653.25,1.1,11,-3.5,207.5759807,55
651.5,651.25,1.1,11,-3.5,207.4698621,55
649.5,649.25,1.1,11,-3.5,207.3503168,55
644.5,644.25,1.1,11,-3.5,207.286582,55
642.5,644.75,1.1,11,-3.5,207.3799298,55
646.5,646.25,1.1,11,-3.5,207.2680894,55
646.5,646.75,1.1,11,-3.5,207.1903138,55
644.5,644.75,1.1,11,-3.5,207.2210839,55
644.5,644.75,1.1,11,-3.5,207.5810167,55
645.5,645.25,1.1,11,-3.5,207.5754974,55
643.5,643.25,1.1,11,-3.5,207.5667682,55
641.5,641.75,1.1,11,-3.5,207.3317652,55
642.5,642.25,1.1,11,-3.5,207.324638,55
647.5,644.75,1.1,11,-3.5,207.3866489,55
642.5,642.75,1.1,11,-3.5,207.2242071,55
641.5,641.75,1.1,11,-3.5,207.1394288,55
633.5,635.75,1.1,11,-3.5,206.99238,55
631.5,631.75,1.1,11,-3.5,206.6254825,55
631.5,631.75,1.1,11,-3.5,206.6498332,55
631.5,631.25,1.1,11,-3.5,206.9104377,55
629.5,629.25,1.1,11,-3.5,206.8584639,55
628.5,630.75,1.1,11,-3.5,206.9515627,55
632.5,632.75,1.1,11,-3.5,207.0039788,55
632.5,632.75,1.1,11,-3.5,207.2793104,55
634.5,634.75,1.1,11,-3.5,207.3696929,55
640.5,640.25,1.1,11,-3.5,207.56584,55
639.5,637.25,1.1,11,-3.5,207.4992782,55
636.5,636.25,1.1,11,-3.5,207.3706678,55
637.5,637.75,1.1,11,-3.5,207.7015786,55
639.5,639.25,1.1,11,-3.5,208.0323654,55
644.5,644.25,1.1,11,-3.5,208.2369388,55
643.5,643.25,1.1,11,-3.5,208.1648281,55
637.5,637.75,1.1,11,-3.5,208.1300739,55
635.5,635.25,1.1,11,-3.5,208.0852248,55
634.5,634.75,1.1,11,-3.5,207.9680518,55
636.5,636.25,1.1,11,-3.5,207.9573521,55
636.5,636.75,1.1,11,-3.5,207.9036093,55
637.5,637.75,1.1,11,-3.5,207.9612602,55
642.5,642.75,1.1,11,-3.5,208.2452789,55
642.5,642.5,1.1,11,-3.5,208.1598204,55
642.5,642.75,1.1,11,-3.5,208.2865701,55
642.5,642.75,1.1,11,-3.5,208.2528013,55
638.5,638.75,1.1,11,-3.5,208.0491023,55
637.5,637.25,1.1,11,-3.5,207.9049351,55
640.5,640.25,1.1,11,-3.5,207.9715519,55
642.5,642.25,1.1,11,-3.5,208.2501869,55
637.5,637.75,1.1,11,-3.5,208.1145762,55
640.5,640.75,1.1,11,-3.5,208.118512,55
635.5,637.75,1.1,11,-3.5,207.7762464,55
635.5,635.25,1.1,11,-3.5,207.7305044,55
633.5,633.75,1.1,11,-3.5,207.3419904,55
634.5,634.75,1.1,11,-3.5,207.421323,55
634.5,634.75,1.1,11,-3.5,207.3855295,55
635.5,635.25,1.1,11,-3.5,207.3673915,55
635.5,635.75,1.1,11,-3.5,207.4148753,55
636,636,1.1,11,-3.5,207.485085,55
633.5,633.75,1.1,11,-3.5,207.4241078,55
630.5,630.25,1.1,11,-3.5,207.301812,55
632.5,632.25,1.1,11,-3.5,207.6104251,55
635.5,635.25,1.1,11,-3.5,207.9730933,55
632.5,634.25,1.1,11,-3.5,208.1518402,55
636.5,636.75,1.1,11,-3.5,208.3562352,55
633,632.75,1.1,10.5,-3.5,208.1850942,55
628,628.25,1.1,10.5,-3.5,207.845056,55
628,627.75,1.1,10.5,-3.5,207.9161535,55
627,626.75,1.1,10.5,-3.5,207.8161442,55
628,627.75,1.1,10.5,-3.5,208.1111706,55
627.5,629.25,1.1,10.5,-3.5,208.0826529,55
632,631.75,1.1,10.5,-3.5,208.1140489,55
634,634.25,1.1,10.5,-3.5,208.4543604,55
634,633.75,1.1,10.5,-3.5,208.5254466,55
634,634,1.1,10.5,-3.5,208.6734439,55
639,638.75,1.1,10.5,-3.5,209.0508682,55
635,635.25,1.1,10.5,-3.5,209.0120522,55
637,636.75,1.1,10.5,-3.5,209.1353561,55
635,634.75,1.1,10.5,-3.5,209.0453587,55
632,631.75,1.1,10.5,-3.5,209.0328227,55
631,630.75,1.1,10.5,-3.5,208.9982748,55
629,629.25,1.1,10.5,-3.5,208.9025204,55
627,627.25,1.1,10.5,-3.5,208.7725759,55
628.5,626.75,1.1,10.5,-3.5,208.7017652,55
631,631.25,1.1,10.5,-3.5,208.7504116,55
630,629.75,1.1,10.5,-3.5,208.5103687,55
632,631.75,1.1,10.5,-3.5,208.5196074,55
633,631.25,1.1,10.5,-3.5,208.371208,55
627,627.25,1.1,10.5,-3.5,208.2626901,55
620,621.75,1.1,10.5,-3.5,208.2294996,55
626,625.75,1.1,10.5,-3.5,208.393647,55
625,625.25,1.1,10.5,-3.5,208.4754398,55
627,626.75,1.1,10.5,-3.5,208.6186229,55
626,626.25,1.1,10.5,-3.5,208.1424077,55
627,626.75,1.1,10.5,-3.5,208.3477992,55
625,626.75,1.1,10.5,-3.5,208.1423142,55
624,623.75,1.1,10.5,-3.5,208.0176889,55
623,622.75,1.1,10.5,-3.5,207.7939038,55
624,624.25,1.1,10.5,-3.5,208.2575958,55
628,628.25,1.1,10.5,-3.5,208.2972218,55
628,628.25,1.1,10.5,-3.5,208.2856318,55
626,626.25,1.1,10.5,-3.5,208.1305242,55
623,623.25,1.1,10.5,-3.5,208.0848293,55
623,622.75,1.1,10.5,-3.5,208.0207547,55
624,624.25,1.1,10.5,-3.5,208.4407112,55
621,620.75,1.1,10.5,-3.5,208.3806724,55
621,620.75,1.1,10.5,-3.5,208.5409008,55
620,619.75,1.1,10.5,-3.5,208.1867318,55
623,622.75,1.1,10.5,-3.5,208.1921216,55
619,621.25,1.1,10.5,-3.5,208.0433478,55
618,618.25,1.1,10.5,-3.5,207.9480044,55
618,617.75,1.1,10.5,-3.5,207.9823495,55
615,615.25,1.1,10.5,-3.5,207.8344736,55
614,614.25,1.1,10.5,-3.5,207.6139797,55
609,608.75,1.1,10.5,-3.5,207.2972553,55
611,610.75,1.1,10.5,-3.5,207.3173843,55
607,607.25,1.1,10.5,-3.5,207.2826888,55
610,610.25,1.1,10.5,-3.5,207.3772776,55
609,609.25,1.1,10.5,-3.5,207.5369197,55
609,608.75,1.1,10.5,-3.5,207.2489638,55
606,605.75,1.1,10.5,-3.5,207.0485671,55
603,602.75,1.1,10.5,-3.5,206.905529,55
602,602.25,1.1,10.5,-3.5,206.750829,55
600,599.75,1.1,10.5,-3.5,206.4693211,55
597,597.25,1.1,10.5,-3.5,206.4628214,55
593,592.75,1.1,10.5,-3.5,206.1492867,55
595,595.25,1.1,10.5,-3.5,206.1825466,55
593,593.25,1.1,10.5,-3.5,206.1452562,55
587.5,589.75,1.1,10.5,-3.5,205.7849279,55
591,590.75,1.1,10.5,-3.5,205.9736418,55
587,586.75,1.1,10.5,-3.5,205.7002964,55
585,585.25,1.1,10.5,-3.5,205.3982752,55
588,588.25,1.1,10.5,-3.5,205.6320548,55
590,589.75,1.1,10.5,-3.5,205.7107688,55
587,588.75,1.1,10.5,-3.5,205.4518483,55
590,589.75,1.1,10.5,-3.5,205.5372146,55
592,591.75,1.1,10.5,-3.5,205.5929898,55
592,592,1.1,10.5,-3.5,205.7491215,55
590,590.25,1.1,10.5,-3.5,205.8003485,55
590.5,590.5,1.1,10.5,-3.5,206.234706,55
592,592.25,1.1,10.5,-3.5,206.1849758,55
590,589.75,1.1,10.5,-3.5,206.0139717,55
586,586.25,1.1,10.5,-3.5,205.6448963,55
587,587.25,1.1,10.5,-3.5,205.9960903,55
590,590.25,1.1,10.5,-3.5,206.3056988,55
588,587.75,1.1,10.5,-3.5,206.0172476,55
585,585.25,1.1,10.5,-3.5,206.0813596,55
586,585.75,1.1,10.5,-3.5,206.0639159,55
583,582.75,1.1,10.5,-3.5,205.8644623,55
579,579.25,1.1,10.5,-3.5,205.4604292,55
577,577.25,1.1,10.5,-3.5,205.2452819,55
581,580.75,1.1,10.5,-3.5,205.5427016,55
579,579.25,1.1,10.5,-3.5,205.6251219,55
579,578.75,1.1,10.5,-3.5,205.7390136,55
577,576.75,1.1,10.5,-3.5,205.4423378,55
575,575.25,1.1,10.5,-3.5,205.2976007,55
576,573.75,1.1,10.5,-3.5,205.2608965,55
572,571.75,1.1,10.5,-3.5,205.1570062,55
569,569.25,1.1,10.5,-3.5,205.0817169,55
565,564.75,1.1,10.5,-3.5,204.8225983,55
563,563.25,1.1,10.5,-3.5,204.6258176,55
562,561.75,1.1,10.5,-3.5,204.5747334,55
561,562.75,1.1,10.5,-3.5,204.8957867,55
561.5,563.75,1.1,10.5,-3.5,204.9668665,55
566,565.75,1.1,10.5,-3.5,205.0380085,55
565,564.75,1.1,10.5,-3.5,204.7197618,55
566,565.75,1.1,10.5,-3.5,204.6930908,55
565,565.25,1.1,10.5,-3.5,204.8472132,55
568,567.75,1.1,10.5,-3.5,204.87829,55
567,567.25,1.1,10.5,-3.5,204.7600327,55
569,569.25,1.1,10.5,-3.5,204.8004835,55
571,571.25,1.1,10.5,-3.5,205.1745961,55
569,568.75,1.1,10.5,-3.5,204.9413842,55
569,568.75,1.1,10.5,-3.5,204.9418873,55
570,569.75,1.1,10.5,-3.5,205.093525,55
569,568.75,1.1,10.5,-3.5,204.7556055,55
567,567.25,1.1,10.5,-3.5,204.7442648,55
568,567.75,1.1,10.5,-3.5,204.6846614,55
569,568.75,1.1,10.5,-3.5,204.7258908,55
571,571.25,1.1,10.5,-3.5,204.7713597,55
574,573.75,1.1,10.5,-3.5,204.8870209,55
574,574.25,1.1,10.5,-3.5,204.884976,55
572,571.75,1.1,10.5,-3.5,204.7352042,55
569,569.25,1.1,10.5,-3.5,204.520809,55
570,570.25,1.1,10.5,-3.5,204.5342183,55
573,572.75,1.1,10.5,-3.5,204.5568949,55
572,571.75,1.1,10.5,-3.5,204.1820621,55
574,573.75,1.1,10.5,-3.5,203.9194594,55
571,570.75,1.1,10.5,-3.5,203.6730408,55
571,571,1.1,10.5,-3.5,204.258908,55
570,570.25,1.1,10.5,-3.5,204.4248247,55
570.5,572.25,1.1,10.5,-3.5,204.6875206,55
572,571.75,1.1,10.5,-3.5,204.5700657,55
573.5,571.25,1.1,10.5,-3.5,204.3312693,55
572,571.75,1.1,10.5,-3.5,204.3411574,55
575,574.75,1.1,10.5,-3.5,204.465047,55
574,573.75,1.1,10.5,-3.5,204.37856,55
576,576.25,1.1,10.5,-3.5,204.5807578,55
575,574.75,1.1,10.5,-3.5,204.336157,55
571,570.75,1.1,10.5,-3.5,203.9577848,55
566,568.25,1.1,10.5,-3.5,203.9480945,55
567,566.75,1.1,10.5,-3.5,203.9099327,55
562,562.25,1.1,10.5,-3.5,203.8001411,55
561,561.25,1.1,10.5,-3.5,203.6867496,55
560,560.25,1.1,10.5,-3.5,203.6248527,55
563,563.25,1.1,10.5,-3.5,203.7845886,55
562,562.25,1.1,10.5,-3.5,203.7040431,55
565,565.25,1.1,10.5,-3.5,203.9144128,55
563,562.75,1.1,10.5,-3.5,203.6334225,55
562,562.25,1.1,10.5,-3.5,203.5152199,55
559,558.75,1.1,10.5,-3.5,203.378229,55
560,559.75,1.1,10.5,-3.5,203.3718599,55
558,557.75,1.1,10.5,-3.5,203.1499385,55
561,560.75,1.1,10.5,-3.5,202.9712978,55
558,558.25,1.1,10.5,-3.5,202.6678361,55
561,560.75,1.1,10.5,-3.5,202.7371548,55
562,561.75,1.1,10.5,-3.5,202.9177531,55
563,562.75,1.1,10.5,-3.5,203.1674411,55
561,560.75,1.1,10.5,-3.5,202.9359805,55
560,559.75,1.1,10.5,-3.5,202.8317071,55
561,561.25,1.1,10.5,-3.5,203.007262,55
564,564.25,1.1,10.5,-3.5,203.0738887,55
562,564.25,1.1,10.5,-3.5,203.0808311,55
564,564.25,1.1,10.5,-3.5,202.8572627,55
565,565.25,1.1,10.5,-3.5,202.983848,55
564,563.75,1.1,10.5,-3.5,202.9772485,55
563,562.75,1.1,10.5,-3.5,202.8235455,55
563,563.25,1.1,10.5,-3.5,203.258889,55
563,563.25,1.1,10.5,-3.5,203.3057464,55
559,559.25,1.1,10.5,-3.5,203.2685461,55
557,556.75,1.1,10.5,-3.5,203.0229176,55
556,556.25,1.1,10.5,-3.5,202.8725765,55
554,553.75,1.1,10.5,-3.5,202.7363165,55
557,557.25,1.1,10.5,-3.5,202.7964566,55
556,556.25,1.1,10.5,-3.5,202.8399608,55
554,553.75,1.1,10.5,-3.5,202.5911115,55
552,551.75,1.1,10.5,-3.5,202.3490196,55
553,553.25,1.1,10.5,-3.5,202.2472768,55
551,550.75,1.1,10.5,-3.5,202.0554951,55
549,548.75,1.1,10.5,-3.5,201.8623537,55
552,551.75,1.1,10.5,-3.5,202.128364,55
552,550.25,1.1,10.5,-3.5,202.1078258,55
551,550.75,1.1,10.5,-3.5,201.960436,55
549,549.25,1.1,10.5,-3.5,202.202477,55
550,550.25,1.1,10.5,-3.5,202.3946421,55
554,554.25,1.1,10.5,-3.5,202.6954259,55
555,555.25,1.1,10.5,-3.5,202.8764446,55
552,551.75,1.1,10.5,-3.5,202.7925908,55
554,554.25,1.1,10.5,-3.5,203.0542907,55
552,552.25,1.1,10.5,-3.5,202.9501167,55
552,552.25,1.1,10.5,-3.5,202.7200644,55
550,550.25,1.1,10.5,-3.5,202.6517846,55
552,551.75,1.1,10.5,-3.5,202.737824,55
553,552.75,1.1,10.5,-3.5,202.7209888,55
554.5,552.75,1.1,10.5,-3.5,202.585525,55
557,556.75,1.1,10.5,-3.5,202.7116953,55
555,555.25,1.1,10.5,-3.5,202.5901295,55
556,556.25,1.1,10.5,-3.5,202.510786,55
554,553.75,1.1,10.5,-3.5,202.4727659,55
550,550.25,1.1,10.5,-3.5,202.3335841,55
553,552.75,1.1,10.5,-3.5,202.6372436,55
557,556.75,1.1,10.5,-3.5,202.7491772,55
560,559.75,1.1,10.5,-3.5,202.8448496,55
558,557.75,1.1,10.5,-3.5,202.8283619,55
556,556.25,1.1,10.5,-3.5,202.7784662,55
559,558.75,1.1,10.5,-3.5,202.934156,55
555,555.25,1.1,10.5,-3.5,202.7595604,55
557,557.25,1.1,10.5,-3.5,202.8619423,55
557,556.75,1.1,10.5,-3.5,202.4898995,55
560,559.75,1.1,10.5,-3.5,202.5646245,55
560,559.75,1.1,10.5,-3.5,202.5128834,55
559,558.75,1.1,10.5,-3.5,202.2744627,55
563,563.25,1.1,10.5,-3.5,202.408621,55
567,566.75,1.1,10.5,-3.5,202.5034194,55
563,562.75,1.1,10.5,-3.5,202.3429078,55
563,563,1.1,10.5,-3.5,202.4956789,55
561,561.25,1.1,10.5,-3.5,202.3758245,55
565,564.75,1.1,10.5,-3.5,202.4882241,55
563,562.75,1.1,10.5,-3.5,202.4556519,55
562.5,562.5,1.1,10.5,-3.5,202.457017,55
564,564.25,1.1,10.5,-3.5,202.4719608,55
565,564.75,1.1,10.5,-3.5,202.6592791,55
557,557.25,1.1,10.5,-3.5,202.3574354,55
560,560.25,1.1,10.5,-3.5,202.5634302,55
559,558.75,1.1,10.5,-3.5,202.4316223,55
559,558.75,1.1,10.5,-3.5,202.4799404,55
562,561.75,1.1,10.5,-3.5,202.535453,55
565,564.75,1.1,10.5,-3.5,202.7014061,55
569,568.75,1.1,10.5,-3.5,203.0514825,55
570,570.25,1.1,10.5,-3.5,203.1239582,55
572,572.25,1.1,10.5,-3.5,203.3935641,55
568,568.25,1.1,10.5,-3.5,203.2340327,55
568,568.25,1.1,10.5,-3.5,203.4050625,55
569,568.75,1.1,10.5,-3.5,203.3156959,55
569,568.75,1.1,10.5,-3.5,203.230167,55
574,574.25,1.1,10.5,-3.5,203.3725459,55
569,569.25,1.1,10.5,-3.5,203.3671909,55
569,569.25,1.1,10.5,-3.5,203.5110668,55
572,571.75,1.1,10.5,-3.5,203.7013991,55
575,575.25,1.1,10.5,-3.5,203.5823368,55
576,575.75,1.1,10.5,-3.5,203.4774977,55
574,573.75,1.1,10.5,-3.5,203.1606072,55
574,573.75,1.1,10.5,-3.5,202.8424231,55
569,569.25,1.1,10.5,-3.5,202.779432,55
566,566.25,1.1,10.5,-3.5,202.5415684,54.99
565,564.75,1.1,10.5,-3.5,202.4582021,54.98
561,561.25,1.1,10.5,-3.5,202.270899,54.97
557,557.25,1.1,10.5,-3.5,202.2256971,54.96
560,560.25,1.1,10.5,-3.5,202.3045529,54.95
560,559.75,1.1,10.5,-3.5,202.2201806,54.94
557,557.25,1.1,10.5,-3.5,202.0400526,54.93
557,557.25,1.1,10.5,-3.5,201.7449439,54.92
556,556.25,1.1,10.5,-3.5,201.803166,54.91
560,559.75,1.1,10.5,-3.5,201.9587737,54.9
554,554.25,1.1,10.5,-3.5,201.5699541,54.89
556,556.25,1.1,10.5,-3.5,201.7422558,54.88
556,556.25,1.1,10.5,-3.5,201.5878348,54.87
554,553.75,1.1,10.5,-3.5,201.4525941,54.86
551,551.25,1.1,10.5,-3.5,201.3212317,54.85
555,555.25,1.1,10.5,-3.5,201.397262,54.84
556,555.75,1.1,10.5,-3.5,201.4586177,54.83
550,550.25,1.1,10.5,-3.5,201.3834373,54.82
552,552.25,1.1,10.5,-3.5,201.6085359,54.81
553,553.25,1.1,10.5,-3.5,201.608235,54.8
555,554.75,1.1,10.5,-3.5,201.6363325,54.79
558,558.25,1.1,10.5,-3.5,201.7733143,54.78
557,556.75,1.1,10.5,-3.5,202.0468935,54.77
555,554.75,1.1,10.5,-3.5,201.8524617,54.76
554,553.75,1.1,10.5,-3.5,201.2780772,54.75
552,552.25,1.1,10.5,-3.5,201.0757396,54.74
549.5,551.75,1.1,10.5,-3.5,201.1678661,54.73
557,556.75,1.1,10.5,-3.5,201.3020876,54.72
556,555.75,1.1,10.5,-3.5,201.4456038,54.71
